
--- Batch 1 ---

[197300, [2.001062646662156, 9.780525320623592, -7.577207998945667, -2.740995660706888]]
[196500, [-8.859087815581685, 0.9784823396202942, -9.42071516071575, -5.673129616019228]]
[194900, [-9.687207631724986, 0.8812352768897682, -8.312420146784126, -5.104769418924464]]
[194900, [-8.374509391917826, 2.0974160409932434, -9.724249120076518, -6.0285747810667605]]
[167436, [-3.3382176618502957, 0.5245775347982651, -8.201637007135709, -1.7725094347298231]]
[137984, [1.3337400410969096, 6.285265176532562, -8.474394949572359, -4.145359903469005]]
[96682, [-4.552729342839115, 9.806892665521161, -2.236296788891215, -6.234613669616749]]
[65003, [-4.2557136952497565, 4.5974400119769125, -6.791815671130593, -7.04361609785771]]
[60192, [-4.468778652706904, 2.071830815879377, -7.128903898809624, -8.397674960078579]]
[56985, [-3.794544752926841, 5.243713713804203, -5.91742038547056, -7.716401993263604]]
[55381, [-1.4532278596756232, 0.3644118692502989, -7.930498013270888, -8.963843252347237]]
[54779, [-4.031420334594986, 2.3711949430964054, -3.5118980424467257, -6.703193892727787]]
[49563, [6.55215227501488, 5.044223761266959, -8.945623215139166, -3.092469356541965]]
[47357, [-9.640197275628227, -5.640458445108347, -6.43102856291036, -5.87708449150834]]
[37134, [-4.703388316063539, -1.1526178652951824, -7.1351805178576395, -8.10309326903256]]
[26105, [3.3653063489716253, 3.720373775226884, -5.895760539940591, -3.9643308331960325]]
[20691, [3.5203684784672724, 8.72088793825786, -6.229871280470332, -9.909480594674172]]
[13273, [-7.484185805636847, 1.8835913133848265, 4.30933493083899, -8.270174714114448]]
[13075, [-4.334853900836886, -4.194546157270686, -2.7524039313507043, -3.910463934904282]]
[10466, [-8.432452059255963, -2.1040679523744332, 4.7037860425938565, -5.053704970530841]]
[6648, [7.593100580005952, 9.227455487970023, -5.951110617809972, -7.003466947555141]]
[6258, [-0.7525831775584031, -9.597440029736235, -5.669947435268954, -5.28978082607895]]
[5045, [-6.773240673404677, 7.624543063907339, 8.112825507460744, -9.533780512934918]]
[4249, [-3.943975460743143, -2.991447676003256, -1.5968070193015684, -1.9385312467363125]]
[1439, [-9.885553275380762, -9.573342025702091, -7.073700301453081, -5.232094684767832]]
